"","probeset_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","transcript_cluster_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"20407","17358486",0.53491120178955,6.73358686644003,3.01844953690037,0.0230816927340622,0.999230260868443,-3.01000365083225,17358486,"chr19","+","28990367","29024833","29","ENSMUST00000168573 // Cdc37l1 // cell division cycle 37 homolog (S. cerevisiae)-like 1 [Source:MGI Symbol;Acc:MGI:1914322] // --- // --- /// ENSMUST00000171623 // Cdc37l1 // cell division cycle 37 homolog (S. cerevisiae)-like 1 [Source:MGI Symbol;Acc:MGI:1914322] // --- // --- /// NM_025950.2 // Cdc37l1 // Mus musculus cell division cycle 37 homolog (S. cerevisiae)-like 1 (Cdc37l1), mRNA. // --- // --- /// ENSMUST00000050148 // Cdc37l1 // cell division cycle 37 homolog (S. cerevisiae)-like 1 [Source:MGI Symbol;Acc:MGI:1914322] // --- // ---","ENSMUST00000168573 // ensGene // cell division cycle 37 homolog (S. cerevisiae)-like 1 [Source:MGI Symbol;Acc:MGI:1914322] // chr19 // --- // --- // --- // --- // --- /// ENSMUST00000171623 // ensGene // cell division cycle 37 homolog (S. cerevisiae)-like 1 [Source:MGI Symbol;Acc:MGI:1914322] // chr19 // --- // --- // --- // --- // --- /// NM_025950.2 // blat // Mus musculus cell division cycle 37 homolog (S. cerevisiae)-like 1 (Cdc37l1), mRNA. // chr19 // --- // --- // --- // --- // --- /// ENSMUST00000050148 // ensGene // cell division cycle 37 homolog (S. cerevisiae)-like 1 [Source:MGI Symbol;Acc:MGI:1914322] // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"12012","17279584",-0.452220246560361,8.38496589498508,-3.01814807264614,0.0230907263417625,0.999230260868443,-3.01030613228792,17279584,"chr12","+","116281222","116373098","31","NM_028731.5 // Esyt2 // Mus musculus extended synaptotagmin-like protein 2 (Esyt2), mRNA. // --- // --- /// ENSMUST00000100986 // Esyt2 // extended synaptotagmin-like protein 2 [Source:MGI Symbol;Acc:MGI:1261845] // --- // ---","NM_028731.5 // blat // Mus musculus extended synaptotagmin-like protein 2 (Esyt2), mRNA. // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000100986 // ensGene // extended synaptotagmin-like protein 2 [Source:MGI Symbol;Acc:MGI:1261845] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"18940","17344434",0.779920446913743,2.92159714560019,3.01615956387841,0.02315040958676,0.999230260868443,-3.01230176200601,17344434,"chr17","-","35699203","35699309","12","ENSMUST00000083840 // U6 // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // --- // ---","ENSMUST00000083840 // ensGene // U6 spliceosomal RNA  [Source:RFAM;Acc:RF00026] // chr17 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"5528","17213192",-0.764791390992361,7.02532241464518,-3.0159536925177,0.02315659816564,0.999230260868443,-3.01250841139459,17213192,"chr1","+","58711508","58758884","31","ENSMUST00000097722 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000097723 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000114313 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000124567 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000140940 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000149874 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000156870 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000164900 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// NM_207653.3 // Cflar // Mus musculus CASP8 and FADD-like apoptosis regulator (Cflar), transcript variant 1, mRNA. // --- // --- /// NM_009805.4 // Cflar // Mus musculus CASP8 and FADD-like apoptosis regulator (Cflar), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000069333 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000114309 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000123553 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // --- /// ENSMUST00000123032 // Cflar // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // --- // ---","ENSMUST00000097722 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000097723 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000114313 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000124567 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000140940 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000149874 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000156870 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000164900 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// NM_207653.3 // blat // Mus musculus CASP8 and FADD-like apoptosis regulator (Cflar), transcript variant 1, mRNA. // chr1 // --- // --- // --- // --- // --- /// NM_009805.4 // blat // Mus musculus CASP8 and FADD-like apoptosis regulator (Cflar), transcript variant 2, mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000069333 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000114309 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000123553 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000123032 // ensGene // CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"10605","17265268",-0.456342734938579,10.1249364245249,-3.01404123132641,0.0232141732795876,0.999230260868443,-3.0144284657461,17265268,"chr11","-","70453983","70459984","22","ENSMUST00000019064 // Cxcl16 // chemokine (C-X-C motif) ligand 16 [Source:MGI Symbol;Acc:MGI:1932682] // --- // --- /// NM_023158.6 // Cxcl16 // Mus musculus chemokine (C-X-C motif) ligand 16 (Cxcl16), mRNA. // --- // ---","ENSMUST00000019064 // ensGene // chemokine (C-X-C motif) ligand 16 [Source:MGI Symbol;Acc:MGI:1932682] // chr11 // --- // --- // --- // --- // --- /// NM_023158.6 // blat // Mus musculus chemokine (C-X-C motif) ligand 16 (Cxcl16), mRNA. // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"21065","17365229",-0.362684883317221,3.88192218872693,-3.01278749352018,0.0232520015092936,0.999230260868443,-3.01568753940221,17365229,"chr19","-","45726555","45730558","20","NR_045307.1 // 4933429K18Rik // Mus musculus RIKEN cDNA 4933429K18 gene (4933429K18Rik), non-coding RNA. // --- // ---","NR_045307.1 // blat // Mus musculus RIKEN cDNA 4933429K18 gene (4933429K18Rik), non-coding RNA. // chr19 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"31079","17466574",-0.445486385420836,3.65043759693064,-3.00761202044292,0.0234088659752362,0.999230260868443,-3.02088803684498,17466574,"chr6","-","48130906","48395408","20","XR_107791.1 // Gm16630 // PREDICTED: Mus musculus predicted gene, 16630, transcript variant 2 (Gm16630), miscRNA. // --- // --- /// XR_105050.1 // Gm16630 // PREDICTED: Mus musculus predicted gene, 16630, transcript variant 2 (Gm16630), miscRNA. // --- // --- /// ENSMUST00000125353 // Gm16630 // predicted gene, 16630 [Source:MGI Symbol;Acc:MGI:4439554] // --- // --- /// XR_107790.1 // Gm16630 // PREDICTED: Mus musculus predicted gene, 16630, transcript variant 1 (Gm16630), miscRNA. // --- // --- /// XR_105049.1 // Gm16630 // PREDICTED: Mus musculus predicted gene, 16630, transcript variant 1 (Gm16630), miscRNA. // --- // --- /// ENSMUST00000137666 // Gm16630 // predicted gene, 16630 [Source:MGI Symbol;Acc:MGI:4439554] // --- // ---","XR_107791.1 // blat // PREDICTED: Mus musculus predicted gene, 16630, transcript variant 2 (Gm16630), miscRNA. // chr6 // --- // --- // --- // --- // --- /// XR_105050.1 // blat // PREDICTED: Mus musculus predicted gene, 16630, transcript variant 2 (Gm16630), miscRNA. // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000125353 // ensGene // predicted gene, 16630 [Source:MGI Symbol;Acc:MGI:4439554] // chr6 // --- // --- // --- // --- // --- /// XR_107790.1 // blat // PREDICTED: Mus musculus predicted gene, 16630, transcript variant 1 (Gm16630), miscRNA. // chr6 // --- // --- // --- // --- // --- /// XR_105049.1 // blat // PREDICTED: Mus musculus predicted gene, 16630, transcript variant 1 (Gm16630), miscRNA. // chr6 // --- // --- // --- // --- // --- /// ENSMUST00000137666 // ensGene // predicted gene, 16630 [Source:MGI Symbol;Acc:MGI:4439554] // chr6 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"36750","17520162",-0.750804228952967,8.1197556142066,-3.00750114676685,0.0234122389833224,0.999230260868443,-3.02099949937162,17520162,"chr9","+","88956900","88962416","11","NM_009742.3 // Bcl2a1a // Mus musculus B cell leukemia/lymphoma 2 related protein A1a (Bcl2a1a), mRNA. // --- // --- /// ENSMUST00000098485 // Bcl2a1a // B cell leukemia/lymphoma 2 related protein A1a [Source:MGI Symbol;Acc:MGI:102687] // --- // ---","NM_009742.3 // blat // Mus musculus B cell leukemia/lymphoma 2 related protein A1a (Bcl2a1a), mRNA. // chr9 // --- // --- // --- // --- // --- /// ENSMUST00000098485 // ensGene // B cell leukemia/lymphoma 2 related protein A1a [Source:MGI Symbol;Acc:MGI:102687] // chr9 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","3","main"
"25721","17411848",-0.99604902542496,5.30117921178027,-3.00476113349977,0.0234957633479356,0.999230260868443,-3.02375476715319,17411848,"chr4","+","11758147","11817905","34","NM_019753.4 // Cdh17 // Mus musculus cadherin 17 (Cdh17), mRNA. // --- // --- /// ENSMUST00000029871 // Cdh17 // cadherin 17 [Source:MGI Symbol;Acc:MGI:1095414] // --- // --- /// ENSMUST00000108303 // Cdh17 // cadherin 17 [Source:MGI Symbol;Acc:MGI:1095414] // --- // ---","NM_019753.4 // blat // Mus musculus cadherin 17 (Cdh17), mRNA. // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000029871 // ensGene // cadherin 17 [Source:MGI Symbol;Acc:MGI:1095414] // chr4 // --- // --- // --- // --- // --- /// ENSMUST00000108303 // ensGene // cadherin 17 [Source:MGI Symbol;Acc:MGI:1095414] // chr4 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"5739","17215799",0.599247743964368,3.85846977548959,3.00454029410266,0.0235025092771562,0.999230260868443,-3.02397689479306,17215799,"chr1","+","91801461","91848028","10","NM_007855.2 // Twist2 // Mus musculus twist homolog 2 (Drosophila) (Twist2), mRNA. // --- // --- /// ENSMUST00000007949 // Twist2 // twist homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:104685] // --- // ---","NM_007855.2 // blat // Mus musculus twist homolog 2 (Drosophila) (Twist2), mRNA. // chr1 // --- // --- // --- // --- // --- /// ENSMUST00000007949 // ensGene // twist homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:104685] // chr1 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"33480","17489100",-0.522421626363025,4.97758422781251,-3.0042162881149,0.0235124104081997,0.999230260868443,-3.02430280669138,17489100,"chr7","-","30522226","30535060","31","NM_178252.2 // Arhgap33 // Mus musculus Rho GTPase activating protein 33 (Arhgap33), mRNA. // --- // --- /// ENSMUST00000044338 // Arhgap33 // Rho GTPase activating protein 33 [Source:MGI Symbol;Acc:MGI:2673998] // --- // --- /// ENSMUST00000166635 // Arhgap33 // Rho GTPase activating protein 33 [Source:MGI Symbol;Acc:MGI:2673998] // --- // ---","NM_178252.2 // blat // Mus musculus Rho GTPase activating protein 33 (Arhgap33), mRNA. // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000044338 // ensGene // Rho GTPase activating protein 33 [Source:MGI Symbol;Acc:MGI:2673998] // chr7 // --- // --- // --- // --- // --- /// ENSMUST00000166635 // ensGene // Rho GTPase activating protein 33 [Source:MGI Symbol;Acc:MGI:2673998] // chr7 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"35444","17507605",0.806552529480588,5.6470714238036,3.00401981684786,0.0235184164716066,0.999230260868443,-3.02450044285166,17507605,"chr8","-","13465374","13494535","24","NM_019521.2 // Gas6 // Mus musculus growth arrest specific 6 (Gas6), mRNA. // --- // --- /// ENSMUST00000033828 // Gas6 // growth arrest specific 6 [Source:MGI Symbol;Acc:MGI:95660] // --- // ---","NM_019521.2 // blat // Mus musculus growth arrest specific 6 (Gas6), mRNA. // chr8 // --- // --- // --- // --- // --- /// ENSMUST00000033828 // ensGene // growth arrest specific 6 [Source:MGI Symbol;Acc:MGI:95660] // chr8 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"12471","17283871",0.705400090178483,6.10311693990922,3.0031423162471,0.0235452616696337,0.999230260868443,-3.02538323084419,17283871,"chr12","-","107910403","108003602","18","NM_021399.2 // Bcl11b // Mus musculus B cell leukemia/lymphoma 11B (Bcl11b), transcript variant 2, mRNA. // --- // --- /// NM_001079883.1 // Bcl11b // Mus musculus B cell leukemia/lymphoma 11B (Bcl11b), transcript variant 1, mRNA. // --- // --- /// ENSMUST00000066060 // Bcl11b // B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913] // --- // --- /// ENSMUST00000109887 // Bcl11b // B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913] // --- // --- /// ENSMUST00000109891 // Bcl11b // B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913] // --- // ---","NM_021399.2 // blat // Mus musculus B cell leukemia/lymphoma 11B (Bcl11b), transcript variant 2, mRNA. // chr12 // --- // --- // --- // --- // --- /// NM_001079883.1 // blat // Mus musculus B cell leukemia/lymphoma 11B (Bcl11b), transcript variant 1, mRNA. // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000066060 // ensGene // B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000109887 // ensGene // B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913] // chr12 // --- // --- // --- // --- // --- /// ENSMUST00000109891 // ensGene // B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913] // chr12 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"16690","17322559",-0.555045305514126,6.81450800947808,-3.0029171294939,0.0235521561110653,0.999230260868443,-3.02560979675592,17322559,"chr16","+","4726361","4766742","25","NM_001136066.2 // Hmox2 // Mus musculus heme oxygenase (decycling) 2 (Hmox2), transcript variant 1, mRNA. // --- // --- /// ENSMUST00000004172 // Hmox2 // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // --- // --- /// ENSMUST00000154117 // Hmox2 // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // --- // --- /// ENSMUST00000120232 // Hmox2 // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // --- // --- /// NM_010443.2 // Hmox2 // Mus musculus heme oxygenase (decycling) 2 (Hmox2), transcript variant 2, mRNA. // --- // --- /// ENSMUST00000118885 // Hmox2 // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // --- // --- /// ENSMUST00000121529 // Hmox2 // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // --- // --- /// ENSMUST00000140367 // Hmox2 // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // --- // ---","NM_001136066.2 // blat // Mus musculus heme oxygenase (decycling) 2 (Hmox2), transcript variant 1, mRNA. // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000004172 // ensGene // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000154117 // ensGene // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000120232 // ensGene // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // chr16 // --- // --- // --- // --- // --- /// NM_010443.2 // blat // Mus musculus heme oxygenase (decycling) 2 (Hmox2), transcript variant 2, mRNA. // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000118885 // ensGene // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000121529 // ensGene // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // chr16 // --- // --- // --- // --- // --- /// ENSMUST00000140367 // ensGene // heme oxygenase (decycling) 2 [Source:MGI Symbol;Acc:MGI:109373] // chr16 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
"9347","17251994",0.500699444720688,4.27600667207558,3.00261536157443,0.0235613986312719,0.999230260868443,-3.02591342712936,17251994,"chr11","+","70212752","70216417","20","ENSMUST00000126388 // Slc16a11 // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // --- // --- /// NM_153081.3 // Slc16a11 // Mus musculus solute carrier family 16 (monocarboxylic acid transporters), member 11 (Slc16a11), transcript variant 3, mRNA. // --- // --- /// ENSMUST00000069008 // Slc16a11 // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // --- // --- /// ENSMUST00000171032 // Slc16a11 // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // --- // --- /// ENSMUST00000094055 // Slc16a11 // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // --- // --- /// ENSMUST00000122852 // Slc16a11 // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // --- // --- /// ENSMUST00000126296 // Slc16a11 // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // --- // --- /// ENSMUST00000136328 // Slc16a11 // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // --- // --- /// ENSMUST00000153993 // Slc16a11 // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // --- // ---","ENSMUST00000126388 // ensGene // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // chr11 // --- // --- // --- // --- // --- /// NM_153081.3 // blat // Mus musculus solute carrier family 16 (monocarboxylic acid transporters), member 11 (Slc16a11), transcript variant 3, mRNA. // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000069008 // ensGene // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000171032 // ensGene // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000094055 // ensGene // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000122852 // ensGene // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000126296 // ensGene // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000136328 // ensGene // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // chr11 // --- // --- // --- // --- // --- /// ENSMUST00000153993 // ensGene // solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709] // chr11 // --- // --- // --- // --- // ---","---","---","---","---","---","---","---","1","main"
